stat_assos: keys: 35 values: 26 associations: 68
reading sim files completed!
number of disease pairs which all methods can cal: stat_assos: keys: 4899 values: 4899 associations: 12002550
number of benchmark disease pairs which all methods can cal: 61
x time
d1	d2	icod	suntopo	funsim	bog	gomf	label
umls:C0004153	umls:C0021400	0.00330263422802091	0.5	0.0936712603485586	0.0616854019463062	0.002245176656209472	1
umls:C0029396	umls:C2675511	0.0018980671884492	0.273508667945862	5e-324	0.0	0.0002901494269548818	0
umls:C1858804	umls:C3150704	0.0	0.184657543897629	5e-324	0.0	0.0002901494269548818	0
umls:C0023786	umls:C0342738	0.0	0.202408015727997	5e-324	0.0	0.002171552660152009	0
umls:C0014072	umls:C1832736	0.00577910849824548	0.474357068538666	5e-324	0.0	0.0005482568607271501	0
umls:C0268583	umls:C0035335	0.00246475217863917	0.401695489883423	0.06221870948432362	0.0	0.0013801150029374974	0
umls:C0220766	umls:C0030848	0.00544737325981259	0.389932632446289	5e-324	0.0	0.002455954846068367	0
umls:C0012715	umls:C0023461	0.00555492099374533	0.39299538731575	5e-324	0.0	0.001766684094679292	0
umls:C1851920	umls:C3280501	0.0	0.422006040811539	5e-324	0.0	0.002171552660152009	0
umls:C3280690	umls:C3150681	0.00579655217006803	0.349796414375305	5e-324	0.0	0.002014098690835851	0
umls:C0018790	umls:C0399376	0.0114944260567427	0.415695935487747	5e-324	0.0	0.0018516493167733516	0
umls:C0027121	umls:C0026848	0.00351012218743563	0.485242247581482	0.024557694908754302	0.0	0.00381327072545197	1
umls:C0027121	umls:C1859405	0.0233231279999018	0.416330456733704	5e-324	0.0	0.0010662760078626265	0
umls:C1832386	umls:C2936858	0.0	0.315151393413544	5e-324	0.0	0.0008565310492505353	0
umls:C3553943	umls:C0026266	0.0	0.162846118211746	5e-324	0.0	0.0002901494269548818	0
x time
d1	d2	icod	suntopo	funsim	bog	gomf	label
umls:C0700345	umls:C0206042	0.0	0.217360317707062	5e-324	0.0	0.009302325581395349	0
umls:C0700345	umls:C3809672	0.0	0.366956233978271	5e-324	0.0	0.000437636761487965	0
umls:C1835047	umls:C1839163	0.00500528374686837	0.466575056314468	5e-324	0.0	0.0007197795680178395	0
umls:C0206729	umls:C0022116	0.0016518069896847	0.453957796096802	0.006887365643234679	0.0	0.001240189532191251	0
umls:C2749477	umls:C0005942	0.0176547076553106	0.316991865634918	5e-324	0.0	0.0002901494269548818	0
umls:C0020179	umls:C0005586	0.00328989489935338	0.5	0.12223404669122191	0.0552595406770706	0.0030231552642490814	1
umls:C0020179	umls:C0011570	0.00442768260836601	0.456108003854752	0.04661594548934101	0.0	0.003080638742099932	1
umls:C0020179	umls:C0014544	0.00294050481170416	0.5	0.11163449037667839	0.047547772526741	0.003355716376392787	1
umls:C2677565	umls:C1843367	0.00371263059787452	0.427963018417358	0.007803734830595565	0.0	0.0035554264922121976	0
umls:C3150168	umls:C4015242	0.0	0.254220098257065	5e-324	0.0	0.0002901494269548818	0
umls:C0032290	umls:C1720779	0.0	0.315210789442062	5e-324	0.0	0.0033047225767287667	0
umls:C0030286	umls:C0018916	0.00322311720810831	0.456566751003265	5e-324	0.0	0.0015666181422780733	0
umls:C3809198	umls:C0206729	0.0	0.423380196094513	5e-324	0.0	0.0002901494269548818	0
umls:C1720956	umls:C1865143	0.0	0.317516565322876	5e-324	0.0	0.002171552660152009	0
umls:C1834570	umls:C1857970	0.0	0.338256001472473	5e-324	0.0	0.0003638930942214234	0
umls:C0151491	umls:C0265260	0.00792148243635893	0.451810479164124	5e-324	0.0	0.002988386431020466	0
umls:C0079770	umls:C0006635	0.00249917106702924	0.380373388528824	5e-324	0.0	0.0008010432241728448	0
umls:C2751803	umls:C1867981	0.0	0.277789562940598	5e-324	0.0	0.0009101856545638984	0
umls:C3150419	umls:C0017662	0.0	0.472966223955154	5e-324	0.0	0.0005302302280657549	0
umls:C1843330	umls:C0085437	0.0	0.346788287162781	5e-324	0.0	0.0002901494269548818	0
umls:C1318973	umls:C0001828	0.136865764856339	0.227970629930496	5e-324	0.0	0.012658227848101266	0
umls:C0027720	umls:C0282528	0.00880823750048876	0.46670201420784	0.0034379970572003984	0.0	0.0016781738900961236	0
umls:C1855627	umls:C4014987	0.0	0.395844221115112	5e-324	0.0	0.000437636761487965	0
umls:C0013364	umls:C3553250	0.0	0.452010273933411	5e-324	0.0	0.0002901494269548818	0
umls:C2674876	umls:C1851994	0.0324052684009075	0.223566234111786	5e-324	0.0	0.041666666666666664	0
umls:C1858592	umls:C4013035	0.0	0.40303635597229	5e-324	0.0	0.00038847431664360395	0
umls:C0025500	umls:C0398738	0.00326443673111498	0.472920954227448	0.03208606886207591	0.0	0.0023346815220947423	0
umls:C0030846	umls:C3150914	0.0	0.210748255252838	5e-324	0.0	0.0006105144246139394	0
umls:C0268272	umls:C3551173	0.0	0.335529386997223	5e-324	0.0	0.0012308510435534454	0
umls:C2930930	umls:C1837728	0.0	0.305521011352539	5e-324	0.0	0.0012534885512396619	0
umls:C0017551	umls:C3151209	0.0	0.316899329423904	5e-324	0.0	0.003952569169960474	0
umls:C2675497	umls:C3553298	0.0	0.380251228809357	5e-324	0.0	0.005063291139240506	0
umls:C2675497	umls:C0001768	0.0	0.376202821731567	0.0662132474758432	0.0	0.0003638930942214234	0
umls:C1837073	umls:C0242292	0.0	0.382449388504028	5e-324	0.0	0.0002901494269548818	0
umls:C0024236	umls:C0042510	0.00549949053674936	0.480663120746613	5e-324	0.0	0.0012814821326241714	0
umls:C0152427	umls:C2751427	0.0	0.381197690963745	5e-324	0.0	0.0021312331793426125	0
umls:C0085129	umls:C1844934	0.00168196007143706	0.412448018789291	5e-324	0.0	0.0005421064026188138	0
umls:C1968740	umls:C2697310	0.0	0.1927170753479	5e-324	0.0	0.0002901494269548818	0
umls:C2751764	umls:C3808553	0.0	0.196184605360031	5e-324	0.0	0.000437636761487965	0
umls:C3151088	umls:C0019243	0.0	0.253067970275879	5e-324	0.0	0.0002901494269548818	0
umls:C3151184	umls:C0010823	0.00491135194897652	0.365017592906952	5e-324	0.0	0.0009528346831824678	0
umls:C1262477	umls:C0262436	0.00282066268846393	0.40901854634285	5e-324	0.0	0.021461011923684672	0
umls:C3808899	umls:C1868633	0.0	0.176820456981659	5e-324	0.0	0.0008565310492505353	0
umls:C1868690	umls:C0271097	0.0	0.163388311862946	5e-324	0.0	0.009345794392523364	0
umls:C3150704	umls:C1864910	0.0	0.220288664102554	5e-324	0.0	0.0002901494269548818	0
umls:C3554129	umls:C0018843	0.00254451483488083	0.322949528694153	0.010405212718984064	0.0	0.0009757526903552725	0
umls:C1856476	umls:C2676498	0.0	0.234544545412064	5e-324	0.0	0.002171552660152009	0
umls:C0272199	umls:C1527311	0.00287735625170171	0.453788161277771	0.007101334614402455	0.0	0.001986231065988587	0
umls:C0677776	umls:C1834523	0.00298819062300026	0.376285374164581	0.024957753015108396	0.0	0.0025920873496172525	0
umls:C0265345	umls:C4015130	0.0	0.125398188829422	5e-324	0.0	0.010810810810810811	0
umls:C0398625	umls:C2931196	0.0	0.319604635238647	5e-324	0.0	0.0005367707573473978	0
umls:C0398625	umls:C0005758	0.0	0.351276874542236	5e-324	0.0	0.014388489208633094	0
umls:C1857093	umls:C1836255	0.0	0.414494723081589	5e-324	0.0	0.000437636761487965	0
umls:C3280153	umls:C1282971	0.0	0.285061717033386	5e-324	0.0	0.0002901494269548818	0
umls:C3554004	umls:C1856738	0.0	0.358492493629456	5e-324	0.0	0.0009528346831824678	0
umls:C1959629	umls:C2931832	0.0	0.32601934671402	5e-324	0.0	0.0021842114073363167	0
umls:C0018772	umls:C0085541	0.00965800136327744	0.446263998746872	5e-324	0.0	0.002083113062699094	0
umls:C0795902	umls:C1832916	0.0	0.351100921630859	5e-324	0.0	0.0002901494269548818	0
umls:C0265308	umls:C1850383	0.00694527383893728	0.216773957014084	5e-324	0.0	0.001907217537845174	0
umls:C0007177	umls:C0751706	0.00298785418272018	0.375822693109512	5e-324	0.0	0.003814734372374435	0
umls:C0242383	umls:C0001849	0.00142211990896612	0.426527619361877	5e-324	0.0	0.00322073191975914	0
umls:C0342680	umls:C0751490	0.0	0.250702261924744	5e-324	0.0	0.000437636761487965	0
umls:C1846796	umls:C0877792	0.0	0.285357654094696	5e-324	0.0	0.0007833920877399138	0
umls:C1527249	umls:C3668942	0.00432379776611924	0.453770756721497	5e-324	0.0	0.0006192090987366226	0
umls:C0220769	umls:C0795950	0.0145284738391638	0.175420105457306	5e-324	0.0	0.0002901494269548818	0
umls:C1842247	umls:C0346255	0.0	0.112231284379959	5e-324	0.0	0.0033333333333333335	0
umls:C0268358	umls:C1861825	0.0	0.396447449922562	5e-324	0.0	0.0002901494269548818	0
umls:C0029456	umls:C0878544	0.0026269422378391	0.939311504364014	0.24869122973323404	0.244329959154129	0.0033559546355915373	1
umls:C1527336	umls:C2748910	0.00597424199804664	0.472016453742981	5e-324	0.0	0.001769434226593126	0
umls:C1849722	umls:C3887949	0.0	0.154357135295868	5e-324	0.0	0.0002901494269548818	0
umls:C3711381	umls:C1858763	0.0	0.411081671714783	5e-324	0.0	0.025	0
umls:C1848745	umls:C0270914	0.0	0.44528728723526	5e-324	0.0	0.0005367707573473978	0
umls:C0011570	umls:C0005586	0.00661612208932638	0.894272208213806	0.07390556316128642	0.0207478851079941	0.0031180912650813847	1
umls:C0028945	umls:C0007820	0.00328468275256455	0.440180152654648	5e-324	0.0	0.001282195049783858	0
umls:C0028945	umls:C0432291	0.0128800962120295	0.449219405651093	5e-324	0.0	0.00043107590146489096	0
umls:C4042891	umls:C1852989	0.0	0.311568707227707	5e-324	0.0	0.0006460732774908553	0
umls:C0003537	umls:C0149955	0.0	0.08820641040802	5e-324	0.0	0.0002901494269548818	0
umls:C0023492	umls:C0016689	0.00371280778199434	0.461810290813446	0.005061393055483696	0.0	0.003938528609072997	0
umls:C0268583	umls:C0242216	0.0	0.436154812574387	0.03459597728433314	0.0	0.0007695046259112552	0
umls:C0003873	umls:C0011849	0.00265205255709589	0.96946656703949	0.12205283339440852	0.0624020732939243	0.0026831291996267472	1
umls:C0023798	umls:C1861975	0.00254527316428721	0.469386368989944	0.004101178851471613	0.0	0.0002901494269548818	0
umls:C2675186	umls:C1854335	0.0	0.309410929679871	5e-324	0.0	0.0002901494269548818	0
umls:C0031391	umls:C1851347	0.0173544641584158	0.41900822520256	5e-324	0.0	0.000437636761487965	0
umls:C1854063	umls:C1370889	0.00343973445706069	0.402888655662537	5e-324	0.0	0.0005801481387636494	0
umls:C0155016	umls:C0432292	0.0	0.105249404907227	5e-324	0.0	0.006024096385542169	0
umls:C4014584	umls:C2684859	0.0	0.44371297955513	5e-324	0.0	0.0002901494269548818	0
umls:C1536500	umls:C1863224	0.0	0.39726722240448	5e-324	0.0	0.0017482517482517483	0
umls:C0037769	umls:C0031106	0.0113116893917322	0.37709629535675	5e-324	0.0	0.005054148934519072	0
umls:C0037769	umls:C0036439	0.00317808729596436	0.476244300603867	5e-324	0.0	0.0016225327047169997	0
umls:C2931136	umls:C0340978	0.0	0.126853197813034	5e-324	0.0	0.0010126582278481013	0
umls:C0020445	umls:C0018522	0.00537266908213496	0.450572341680527	5e-324	0.0	0.0023990831220538893	0
umls:C0029422	umls:C3280526	0.00825626868754625	0.326376020908356	5e-324	0.0	0.001749607657096429	0
umls:C3888212	umls:C0020623	0.0	0.237677156925201	5e-324	0.0	0.0002901494269548818	0
umls:C0014175	umls:C0003873	0.00245482893660665	0.972457885742188	0.2270727788021367	0.179748401045799	0.00246451068065394	1
umls:C0020459	umls:C0020635	0.00271934783086181	0.449373543262482	5e-324	0.0	0.005764371101789787	0
umls:C1832322	umls:C0677886	0.00417220406234264	0.460866421461105	0.0345194127301551	0.0	0.002211291577814336	0
umls:C1842675	umls:C1969639	0.00632908707484603	0.469167292118073	5e-324	0.0	0.000437636761487965	0
umls:C0162670	umls:C1856057	0.0	0.186165690422058	5e-324	0.0	0.0008072105380034396	0
umls:C1845341	umls:C0267211	0.0	0.171545445919037	5e-324	0.0	0.000437636761487965	0
umls:C0853897	umls:C0018413	0.00249952217563987	0.431443989276886	0.0063001089908551215	0.0	0.0008721308995593738	0
umls:C2752081	umls:C3280721	0.0	0.264048427343369	5e-324	0.0	0.0002901494269548818	0
umls:C0013421	umls:C0344432	0.0047012004069984	0.455727159976959	5e-324	0.0	0.008059940539689215	0
umls:C0019151	umls:C1845341	0.00865164864808321	0.37342780828476	5e-324	0.0	0.0022505495180419515	0
umls:C0343073	umls:C2930898	0.0	0.312555551528931	5e-324	0.0	0.002014098690835851	0
umls:C0010068	umls:C0029925	0.00310997501946986	0.485154569149017	0.021018470642774296	0.0	0.0026690664262378904	0
umls:C0006663	umls:C0340834	0.00292442715726793	0.482384204864502	5e-324	0.0	0.005402513247109893	0
umls:C1969443	umls:C0013423	0.0	0.223473280668259	5e-324	0.0	0.0002901494269548818	0
umls:C0271934	umls:C2673677	0.00443566730245948	0.393331557512283	5e-324	0.0	0.006329113924050633	0
umls:C0751885	umls:C1835084	0.0	0.170325219631195	5e-324	0.0	0.0002901494269548818	0
umls:C1865361	umls:C0011989	0.0	0.269253969192505	5e-324	0.0	0.0006952357223352164	0
umls:C0020621	umls:C1849157	0.00506598455831409	0.448201924562454	0.0706771095015488	0.0	0.03507679021113914	0
umls:C1861923	umls:C0206093	0.00597291020676494	0.28790670633316	5e-324	0.0	0.017391304347826087	0
umls:C1861368	umls:C2750471	0.0	0.210087031126022	5e-324	0.0	0.000437636761487965	0
umls:C0020877	umls:C3266898	0.0	0.423334568738937	5e-324	0.0	0.000437636761487965	0
umls:C0040479	umls:C0238590	0.0	0.338579416275024	5e-324	0.0	0.00071725804759805	0
umls:C2931434	umls:C0542428	0.00346749811433256	0.378643989562988	5e-324	0.0	0.0006952357223352164	0
umls:C1832733	umls:C4014987	0.0	0.152660667896271	5e-324	0.0	0.0002901494269548818	0
umls:C1832733	umls:C0007222	0.00982329715043306	0.430509865283966	0.0013486030094765694	0.0	0.0029189867030818086	0
umls:C0268164	umls:C1300257	0.0	0.104074239730835	5e-324	0.0	0.0017482517482517483	0
umls:C0265280	umls:C2607914	0.00379236764274538	0.453016638755798	5e-324	0.0	0.0008990375075107188	0
umls:C1857719	umls:C3150875	0.0	0.282196819782257	5e-324	0.0	0.0002901494269548818	0
umls:C2931072	umls:C0040822	0.00772741716355085	0.431249231100082	5e-324	0.0	0.0005008842428137792	0
umls:C0410480	umls:C0237873	0.0	0.36697244644165	5e-324	0.0	0.0002901494269548818	0
umls:C2751067	umls:C0342482	0.0	0.203606218099594	5e-324	0.0	0.0002901494269548818	0
umls:C1851536	umls:C3151434	0.0	0.298384726047516	5e-324	0.0	0.000437636761487965	0
umls:C0007193	umls:C0011849	0.00391630548983812	0.816898822784424	0.12119697592127533	0.148412719368935	0.003428134729018542	1
umls:C0007193	umls:C0020474	0.00529419165104628	0.5	0.04728203826430992	0.0209612026810646	0.0008874669885738123	1
umls:C0007193	umls:C0027051	0.0026203456800431	0.978328227996826	0.28403974583938907	0.213279843330383	0.0031173419907244994	1
umls:C0007193	umls:C0023794	0.00230878265574574	0.484069496393204	0.024666811585986877	0.0	0.0016446321679813854	1
umls:C0007193	umls:C0028754	0.00240844977088273	0.978328227996826	0.1463185139259832	0.033385556191206	0.002640170550946554	1
umls:C2931833	umls:C0015405	0.0	0.357546925544739	5e-324	0.0	0.004831847059509238	0
umls:C1858266	umls:C0342384	0.00323628634214401	0.414402574300766	5e-324	0.0	0.0019647156336116745	0
umls:C1866075	umls:C0268152	0.0	0.0988901555538177	5e-324	0.0	0.0002901494269548818	0
umls:C1866075	umls:C1867300	0.0	0.152531266212463	5e-324	0.0	0.000437636761487965	0
umls:C0429087	umls:C1845343	0.00831710640341043	0.454503685235977	5e-324	0.0	0.0004816814120136323	0
umls:C3151057	umls:C0162770	0.00251567596569657	0.433351755142212	5e-324	0.0	0.0020534401034654924	0
umls:C0494491	umls:C2675859	0.0	0.0767641067504883	5e-324	0.0	0.000437636761487965	0
umls:C0494491	umls:C0027092	0.0	0.403348803520203	5e-324	0.0	0.0023830355298734155	0
umls:C0025472	umls:C0032002	0.0249762833118439	0.35739454627037	0.22875590604723953	0.0	0.0002901494269548818	0
umls:C0011334	umls:C1876174	0.0	0.396912664175034	5e-324	0.0	0.0003491443607681151	0
umls:C0026706	umls:C1866656	0.0	0.281369626522064	5e-324	0.0	0.0002901494269548818	0
umls:C1849554	umls:C1838327	0.0	0.366141825914383	5e-324	0.0	0.0003638930942214234	0
umls:C3887949	umls:C0042138	0.00330731924623251	0.435817360877991	5e-324	0.0	0.0009528346831824678	0
umls:C1519176	umls:C4014656	0.0	0.13083678483963	5e-324	0.0	0.0002901494269548818	0
umls:C1866398	umls:C0007786	0.00205980893224478	0.484608829021454	0.013538679627142315	0.0	0.001017112846606765	0
umls:C4014690	umls:C2751532	0.0	0.272640466690063	5e-324	0.0	0.0007833920877399138	0
umls:C2931817	umls:C0206638	0.010142951272428	0.453425645828247	5e-324	0.0	0.005108008300334419	0
umls:C0027412	umls:C0007138	0.00171940831933171	0.461287826299667	0.006085752026681121	0.0	0.0009197946364247166	0
umls:C0542428	umls:C0005941	0.00320767634548247	0.441622406244278	5e-324	0.0	0.0006829115194850831	0
umls:C0007129	umls:C0016045	0.0055597173050046	0.304860562086105	5e-324	0.0	0.0002901494269548818	0
umls:C1855116	umls:C0220708	0.0	0.343222558498383	5e-324	0.0	0.000437636761487965	0
umls:C2936781	umls:C4015461	0.420756012201309	0.483407437801361	5e-324	0.0	0.0009528346831824678	0
umls:C0002792	umls:C1848934	0.0122113255783916	0.396641373634338	5e-324	0.0	0.0004953462494865898	0
umls:C0268165	umls:C1859973	0.0	0.268128722906113	5e-324	0.0	0.0056179775280898875	0
umls:C2751763	umls:C0026613	0.0	0.307240039110184	5e-324	0.0	0.00071725804759805	0
umls:C0004604	umls:C2931107	0.0	0.253623574972153	5e-324	0.0	0.020271310273796604	0
umls:C0033054	umls:C0748397	0.0047877999022603	0.421979010105133	0.11711642950995729	0.0	0.0007514242055845337	0
umls:C0009404	umls:C0028840	0.00275204563513398	0.931345880031586	0.08236626157766512	0.01128173712641	0.002810582919079396	0
umls:C0002893	umls:C0035934	0.00477154366672039	0.364885002374649	5e-324	0.0	0.00260408542440093	0
umls:C0271695	umls:C1274789	0.00239901384338737	0.333759188652039	5e-324	0.0	0.0007833920877399138	0
umls:C1864623	umls:C1861861	0.0498035289347172	0.229060500860214	5e-324	0.0	0.000437636761487965	0
umls:C0205824	umls:C4015701	0.0	0.160246610641479	5e-324	0.0	0.008178873737786125	0
umls:C0268225	umls:C0011881	0.00360315456055105	0.413787990808487	5e-324	0.0	0.0025395175285864886	0
umls:C0162674	umls:C0007193	0.00690266024321318	0.5	0.0643482053428599	0.0252661220729351	0.006725682544765734	1
umls:C0242647	umls:C0039841	0.0	0.268986403942108	5e-324	0.0	0.0002901494269548818	0
umls:C0221060	umls:C3150928	0.0	0.28936967253685	5e-324	0.0	0.0002901494269548818	0
umls:C0019069	umls:C3553813	0.0	0.214298933744431	5e-324	0.0	0.0007833920877399138	0
umls:C0349535	umls:C1864902	0.0	0.198090493679047	5e-324	0.0	0.0002901494269548818	0
umls:C3489734	umls:C0015934	0.00148353865370154	0.41258692741394	0.0009310457023659804	0.0	0.0007417666608389392	0
umls:C0338462	umls:C3151753	0.00601131748408079	0.380881875753403	5e-324	0.0	0.0004134600921511398	0
umls:C1860752	umls:C1802395	0.0	0.399230659008026	5e-324	0.0	0.000437636761487965	0
umls:C0270959	umls:C1833691	0.0	0.268400847911835	5e-324	0.0	0.0002901494269548818	0
umls:C0029408	umls:C0038273	0.00240733381360769	0.480612426996231	0.0032867782326616965	0.0	0.005519300450889177	0
umls:C0003857	umls:C1970848	0.0	0.434550881385803	5e-324	0.0	0.0002901494269548818	0
umls:C1858695	umls:C0020440	0.0	0.416339933872223	5e-324	0.0	0.0002901494269548818	0
umls:C1840364	umls:C0009081	0.0113778635859489	0.478908509016037	5e-324	0.0	0.0015767027811845022	0
umls:C0038273	umls:C2749240	0.00368368485942483	0.456880003213882	5e-324	0.0	0.0002901494269548818	0
umls:C0836924	umls:C2751089	0.0	0.322042882442474	5e-324	0.0	0.0002901494269548818	0
umls:C0836924	umls:C3150914	0.0	0.429176092147827	5e-324	0.0	0.002105859027202931	0
umls:C0013238	umls:C3151785	0.00494836084544659	0.412401258945465	5e-324	0.0	0.0003638930942214234	0
umls:C1867469	umls:C2674321	0.0	0.045710027217865	5e-324	0.0	0.002171552660152009	0
umls:C0024796	umls:C0085084	0.00931707210838795	0.5	0.1942825958799763	0.53708952665329	0.024985236139239263	0
umls:C0015379	umls:C0265265	0.000720102514605969	0.320352494716644	5e-324	0.0	0.0005076484608114574	0
umls:C0393591	umls:C2745959	0.0	0.408035188913345	5e-324	0.0	0.0005111788789202489	0
umls:C1275808	umls:C0018944	0.0	0.393356680870056	5e-324	0.0	0.0025625116040238942	0
umls:C0268152	umls:C0015695	0.0024068143684417	0.457003384828568	5e-324	0.0	0.0006341077551226112	0
umls:C3810403	umls:C0018816	0.0	0.333573400974274	5e-324	0.0	0.0005367707573473978	0
umls:C1859312	umls:C1861065	0.0	0.407029718160629	5e-324	0.0	0.0017669280190520747	0
umls:C3150953	umls:C1864912	0.0	0.119656801223755	5e-324	0.0	0.0002901494269548818	0
umls:C1527405	umls:C0004044	0.00641997251659632	0.312264025211334	5e-324	0.0	0.0006952357223352164	0
umls:C1843211	umls:C0342793	0.0	0.233774989843369	5e-324	0.0	0.0002901494269548818	0
umls:C0334121	umls:C1835819	0.0	0.371621191501617	0.030771377128163337	0.0	0.000901763943148429	0
umls:C1300257	umls:C4015701	0.0	0.141213566064835	5e-324	0.0	0.0009528346831824678	0
umls:C1858338	umls:C2931645	0.0	0.0675755739212036	5e-324	0.0	0.0002901494269548818	0
umls:C0752124	umls:C0002882	0.0	0.275094211101532	5e-324	0.0	0.0003393118717992429	0
umls:C1279481	umls:C3280492	0.0	0.383356541395187	5e-324	0.0	0.000437636761487965	0
umls:C0751792	umls:C1854442	0.00237764953635633	0.466230571269989	5e-324	0.0	0.000437636761487965	0
umls:C3277849	umls:C1802395	0.0	0.379734426736832	5e-324	0.0	0.0008565310492505353	0
umls:C0036220	umls:C0221052	0.0	0.199911326169968	5e-324	0.0	0.000437636761487965	0
umls:C0020428	umls:C0023976	0.00245061237365007	0.442133605480194	0.057353929733164645	0.0	0.016399454232801147	0
umls:C0085548	umls:C1863204	0.00287825567647815	0.477280884981155	5e-324	0.0	0.0014015932190651035	0
umls:C0085548	umls:C0600467	0.00250253011472523	0.485250174999237	5e-324	0.0	0.0016595802581056255	0
umls:C1858280	umls:C0520739	0.0	0.201052904129028	5e-324	0.0	0.0002901494269548818	0
umls:C2677087	umls:C2930820	0.00502006197348237	0.253105580806732	5e-324	0.0	0.0002901494269548818	0
umls:C0009447	umls:C0037231	0.0	0.417219132184982	5e-324	0.0	0.0003723565370857204	0
umls:C1854630	umls:C3151519	0.0	0.0790562629699707	5e-324	0.0	0.0007761835340538373	0
umls:C1854630	umls:C0432217	0.0	0.314373433589935	5e-324	0.0	0.0007761835340538373	0
umls:C0027051	umls:C0011849	0.00252095190808177	0.971328735351562	0.18816357477423104	0.0787239521741867	0.003511694893437152	1
umls:C0027051	umls:C0023794	0.00223654694855213	0.48647940158844	0.04469057351630777	0.0	0.0029426529195052263	1
umls:C0027051	umls:C0028754	0.00231171352788806	0.978598475456238	0.33126063961066243	0.28847199678421	0.003586568389835124	1
umls:C1264041	umls:C0376670	0.0	0.422680884599686	5e-324	0.0	0.0009528346831824678	0
umls:C0032285	umls:C0025289	0.00359318242408335	0.442850261926651	5e-324	0.0	0.0018058095743542996	1
umls:C1847024	umls:C0015695	0.0011806976981461	0.395565330982208	5e-324	0.0	0.006154339670898703	0
umls:C1857242	umls:C0751490	0.0	0.171940624713898	5e-324	0.0	0.0017482517482517483	0
umls:C1859040	umls:C0002880	0.0	0.375120908021927	5e-324	0.0	0.0002901494269548818	0
umls:C1859040	umls:C1855577	0.0	0.322777450084686	5e-324	0.0	0.0002901494269548818	0
umls:C0031142	umls:C3463992	0.0	0.245373159646988	5e-324	0.0	0.0023258614220976266	0
umls:C0013423	umls:C1167664	0.0	0.42360931634903	5e-324	0.0	0.0004545636472165591	0
umls:C2985290	umls:C3151211	0.0103679141029716	0.328076243400574	5e-324	0.0	0.0008565310492505353	0
umls:C0040336	umls:C1861848	0.0	0.3901427090168	5e-324	0.0	0.000404861798258391	0
umls:C1970119	umls:C1970309	0.0	0.305227875709534	5e-324	0.0	0.0002901494269548818	0
umls:C1970119	umls:C1864356	0.0	0.276603877544403	5e-324	0.0	0.0002901494269548818	0
umls:C0265219	umls:C0023893	0.00197765720076859	0.486787050962448	0.01570746875188085	0.0	0.001817940536309604	0
umls:C0392784	umls:C0014549	0.00714678084477782	0.425584524869919	5e-324	0.0	0.017938169076486262	0
umls:C0002882	umls:C3489726	0.0	0.389157086610794	5e-324	0.0	0.0003393118717992429	0
umls:C3553887	umls:C3276611	0.0	0.310128450393677	5e-324	0.0	0.0007833920877399138	0
umls:C0009376	umls:C0020595	0.0	0.288387715816498	5e-324	0.0	0.001439374979501454	0
umls:C1291463	umls:C1862264	0.0	0.239101469516754	5e-324	0.0	0.000437636761487965	0
umls:C0264423	umls:C0026896	0.00169270962942392	0.450220733880997	5e-324	0.0	0.0006260808098207732	0
umls:C3810282	umls:C0002792	0.0174921806901693	0.43792313337326	5e-324	0.0	0.0012546221481725393	0
umls:C0042974	umls:C0018777	0.0	0.274681329727173	5e-324	0.0	0.0002901494269548818	0
umls:C1843225	umls:C1868111	0.0	0.416878879070282	5e-324	0.0	0.0009528346831824678	0
umls:C0409959	umls:C2751683	0.0	0.246473789215088	5e-324	0.0	0.0012105171114548269	0
umls:C1868120	umls:C1846265	0.0	0.441575348377228	5e-324	0.0	0.004424778761061947	0
umls:C0027127	umls:C0010308	0.0	0.386314898729324	5e-324	0.0	0.0012725900586087802	0
umls:C0013386	umls:C0019034	0.0	0.436080127954483	5e-324	0.0	0.0006079872544541504	0
umls:C3150644	umls:C0266929	0.0155508723109961	0.415113627910614	5e-324	0.0	0.005319148936170213	0
umls:C0398562	umls:C0039841	0.0	0.333993196487427	5e-324	0.0	0.0002901494269548818	0
umls:C1275278	umls:C0023532	0.00221925461664796	0.447564452886581	5e-324	0.0	0.0042823017840507216	0
umls:C0085437	umls:C0032584	0.0	0.396186530590057	5e-324	0.0	0.0002901494269548818	0
umls:C0220662	umls:C0522224	0.00645029591396451	0.411345541477203	0.04039650904100486	0.0	0.0021192855048719752	0
umls:C0041341	umls:C3805412	0.0	0.340368449687958	5e-324	0.0	0.0033918692366349656	0
umls:C1837026	umls:C0574960	0.0	0.186517387628555	5e-324	0.0	0.000437636761487965	0
umls:C3151445	umls:C1735591	0.0	0.330519795417786	5e-324	0.0	0.002642007926023778	0
umls:C0242656	umls:C0027339	0.00189192919060588	0.451662540435791	0.0014019729953283558	0.0	0.0022093186765558674	0
umls:C1306214	umls:C0265342	0.0	0.340938329696655	5e-324	0.0	0.0003638930942214234	0
umls:C1856719	umls:C1835845	0.0	0.234633058309555	5e-324	0.0	0.0002901494269548818	0
umls:C2931788	umls:C0029458	0.00304521177895367	0.435955256223679	0.006240940788091718	0.0	0.001836350175734867	0
umls:C0024530	umls:C0014544	0.00294560450129211	0.488238483667374	0.00838410349412448	0.0	0.003501349534084345	1
umls:C0024530	umls:C0002871	0.00806506164371967	0.807010769844055	0.09993709046355741	0.32957124710083	0.007956073345906783	1
umls:C0796137	umls:C0001430	0.0	0.422567486763	5e-324	0.0	0.0005987866043875177	0
