stat_assos: keys: 35 values: 26 associations: 68
reading sim files completed!
number of disease pairs which all methods can cal: stat_assos: keys: 4899 values: 4899 associations: 12002550
number of benchmark disease pairs which all methods can cal: 61
x time
d1	d2	icod	suntopo	funsim	bog	gomf	label
umls:C0013604	umls:C0015397	0.0105990283191204	0.5	0.06060606060606061	0.0618641562759876	0.006075421737922626	0
umls:C0007001	umls:C1456865	0.0	0.367967486381531	5e-324	0.0	0.00738378507350312	0
umls:C0027051	umls:C0011849	0.00252095190808177	0.971328735351562	0.18816357477423104	0.0787239521741867	0.003511694893437152	1
umls:C0027051	umls:C0023794	0.00223654694855213	0.48647940158844	0.04469057351630777	0.0	0.0029426529195052263	1
umls:C0027051	umls:C0028754	0.00231171352788806	0.978598475456238	0.33126063961066243	0.28847199678421	0.003586568389835124	1
umls:C0265339	umls:C2079540	0.0	0.167468518018723	5e-324	0.0	0.000437636761487965	0
umls:C0032285	umls:C0025289	0.00359318242408335	0.442850261926651	5e-324	0.0	0.0018058095743542996	1
umls:C3279840	umls:C1853147	0.0	0.294574677944183	5e-324	0.0	0.024390243902439025	0
umls:C3554225	umls:C1260873	0.0	0.378668576478958	5e-324	0.0	0.0002901494269548818	0
umls:C0270736	umls:C0567312	0.00132572441361845	0.404755294322968	5e-324	0.0	0.00035651872749476913	0
umls:C3278123	umls:C4014738	0.0	0.0842177867889404	5e-324	0.0	0.0017482517482517483	0
umls:C0268186	umls:C0268273	0.0	0.244279205799103	5e-324	0.0	0.0002901494269548818	0
umls:C0271901	umls:C1800706	0.00337389064952731	0.463921576738358	5e-324	0.0	0.0006417759893186511	0
umls:C1867403	umls:C0268413	0.0	0.24350768327713	5e-324	0.0	0.0007833920877399138	0
umls:C0334583	umls:C0238339	0.00688902335241437	0.460831463336945	5e-324	0.0	0.00071725804759805	0
umls:C1856305	umls:C1333989	0.0	0.246585458517075	5e-324	0.0	0.0009405977543155147	0
umls:C3810194	umls:C1845343	0.0	0.0972283780574799	5e-324	0.0	0.0009528346831824678	0
umls:C0017924	umls:C0406709	0.00930825620889664	0.456264168024063	5e-324	0.0	0.000437636761487965	0
umls:C0428279	umls:C0001768	0.0	0.324670195579529	5e-324	0.0	0.0018417854911510195	0
umls:C3149117	umls:C3151107	0.0	0.309647440910339	5e-324	0.0	0.0002901494269548818	0
umls:C0392784	umls:C0027672	0.00218364200554788	0.428869217634201	5e-324	0.0	0.0017974783960268959	0
umls:C1864498	umls:C2931228	0.0	0.493523985147476	5e-324	0.0	0.0002901494269548818	0
umls:C0010823	umls:C0032227	0.011091492138803	0.398142099380493	5e-324	0.0	0.00510204081632653	0
umls:C0014866	umls:C3809210	0.0	0.075192928314209	5e-324	0.0	0.0007833920877399138	0
umls:C0271690	umls:C0023462	0.00262412847951055	0.450292974710464	0.21687044147383078	0.0	0.0037068015463420497	0
umls:C1859966	umls:C1261287	0.0317855179309845	0.451774209737778	5e-324	0.0	0.0006287991649915948	0
umls:C3553936	umls:C0017921	0.0	0.224561452865601	5e-324	0.0	0.002171552660152009	0
umls:C0242596	umls:C0339534	0.0	0.354171454906464	5e-324	0.0	0.0009528346831824678	0
umls:C1292754	umls:C1837008	0.0	0.136480301618576	5e-324	0.0	0.005141388174807198	0
umls:C0022610	umls:C3278155	0.0	0.385579437017441	5e-324	0.0	0.0002901494269548818	0
umls:C0349535	umls:C1843244	0.0	0.263189435005188	5e-324	0.0	0.0002901494269548818	0
umls:C0027127	umls:C0014474	0.0	0.434597313404083	5e-324	0.0	0.0032506647755892416	0
umls:C0013386	umls:C3809006	0.00499162403866649	0.441022932529449	5e-324	0.0	0.0020949414440360474	0
umls:C0023015	umls:C0008495	0.0	0.350635826587677	5e-324	0.0	0.000437636761487965	0
umls:C3151267	umls:C2751306	0.0	0.224162429571152	5e-324	0.0	0.006329113924050633	0
umls:C3150678	umls:C0472777	0.0	0.270819127559662	5e-324	0.0	0.0002901494269548818	0
umls:C3150678	umls:C0085307	0.0	0.415314197540283	5e-324	0.0	0.0007833920877399138	0
umls:C0232910	umls:C0026936	0.0145528325811028	0.112699061632156	5e-324	0.0	0.000468616666162066	0
umls:C0349680	umls:C1858679	0.00549606839194894	0.37390860915184	5e-324	0.0	0.011746334233232757	0
umls:C3553951	umls:C0015967	0.0	0.361435353755951	5e-324	0.0	0.0007121759725373962	0
umls:C3280781	umls:C0268742	0.0	0.382226347923279	5e-324	0.0	0.0009528346831824678	0
umls:C1847352	umls:C0162532	0.0	0.295759677886963	5e-324	0.0	0.0002901494269548818	0
umls:C0024530	umls:C0014544	0.00294560450129211	0.488238483667374	0.00838410349412448	0.0	0.003501349534084345	1
umls:C0024530	umls:C0002871	0.00806506164371967	0.807010769844055	0.09993709046355741	0.32957124710083	0.007956073345906783	1
umls:C1876182	umls:C1861195	0.0	0.310575366020203	5e-324	0.0	0.0007833920877399138	0
umls:C0162666	umls:C1835923	0.0	0.435626924037933	5e-324	0.0	0.002526492756040102	0
umls:C1260873	umls:C0006635	0.00292885233648121	0.467391103506088	5e-324	0.0	0.0008010432241728448	0
umls:C1863752	umls:C4014628	0.0	0.350168883800507	5e-324	0.0	0.0002901494269548818	0
umls:C2931004	umls:C1835819	0.0	0.116327345371246	5e-324	0.0	0.0002901494269548818	0
umls:C3279791	umls:C0036420	0.0	0.433811157941818	5e-324	0.0	0.0002901494269548818	0
umls:C0272084	umls:C0008372	0.0	0.393344670534134	5e-324	0.0	0.0004497594145038405	0
umls:C0272084	umls:C2350270	0.0	0.283097863197327	5e-324	0.0	0.0009528346831824678	0
umls:C0264955	umls:C3150802	0.0	0.186502367258072	5e-324	0.0	0.004301075268817204	0
umls:C0015625	umls:C0220664	0.00233912677504122	0.391751378774643	5e-324	0.0	0.001502950510122601	0
umls:C0018681	umls:C1854063	0.0	0.31759437918663	5e-324	0.0	0.0009528346831824678	0
umls:C1857970	umls:C0341306	0.0	0.381773620843887	5e-324	0.0	0.00341370655965772	0
umls:C1863557	umls:C3542024	0.0349184907972813	0.321415454149246	5e-324	0.0	0.0009528346831824678	0
umls:C0349464	umls:C2931434	0.0	0.417098939418793	5e-324	0.0	0.0006952357223352164	0
